"ITRAXX EUROPE HIVOL SERIES 16","Untranched","Off","2,264,308,700","28","904,374,674","15","3,168,683,374","43",
"ITRAXX EUROPE HIVOL SERIES 2","Untranched","Off","255,188,060","18","90,879,586","9","346,067,646","27",
"ITRAXX EUROPE HIVOL SERIES 3","Untranched","Off","129,308,668","14","25,965,596","4","155,274,264","18",
"ITRAXX EUROPE HIVOL SERIES 4","Untranched","Off","450,762,747","16","0","0","450,762,747","16",
"ITRAXX EUROPE HIVOL SERIES 5","Untranched","Off","660,850,386","18","79,195,068","2","740,045,454","20",
"ITRAXX EUROPE HIVOL SERIES 6","Untranched","Off","3,729,038,764","36","38,948,394","3","3,767,987,158","39",
"ITRAXX EUROPE HIVOL SERIES 7","Untranched","Off","2,371,419,897","33","12,982,798","1","2,384,402,695","34",
"ITRAXX EUROPE HIVOL SERIES 8","Untranched","Off","11,686,026,108","63","4,696,598,306","26","16,382,624,414","89",
"ITRAXX EUROPE HIVOL SERIES 9","Untranched","Off","6,254,198,087","42","2,071,946,804","19","8,326,144,891","61",
"ITRAXX EUROPE INDUSTRIALS SERIES 2","Untranched","Off","162,284,975","7","58,422,591","4","220,707,566","11",
"ITRAXX EUROPE SENIOR FINANCIALS SERIES 10","Untranched","Off","18,498,380,617","202","3,522,233,097","62","22,020,613,714","264",
